WP_014234009.1,EC:4.99.1.10/8.5117
WP_020334804.1,EC:3.1.26.11/7.7230
WP_020336065.1,EC:3.5.4.29/9.0020,EC:2.4.2.3/9.0084
WP_020334903.1,EC:3.4.24.84/9.0861
WP_014234868.1,EC:3.6.4.12/10.3227
WP_014235009.1,EC:3.1.1.85/8.8813,EC:1.1.1.169/8.9374
WP_020336297.1,EC:3.1.11.6/8.6172,EC:3.6.1.27/8.6945,EC:2.3.2.27/8.7141
WP_014231645.1,EC:3.5.1.96/3.0610
WP_014231053.1,EC:7.2.1.1/8.7919
WP_020334911.1,EC:3.6.1.45/6.2217
WP_020335034.1,EC:7.6.2.10/8.5070
WP_014232723.1,EC:3.6.1.27/8.8725
WP_020335512.1,EC:2.1.1.113/8.5378
WP_020336085.1,EC:4.1.1.59/8.8077,EC:4.1.1.63/8.8745
WP_024372993.1,EC:3.4.24.59/7.6186
WP_020333401.1,EC:3.4.11.9/4.8204
WP_020335258.1,EC:1.1.1.77/5.3001
WP_024372863.1,EC:2.6.1.107/3.8088,EC:2.6.1.57/4.2293
WP_020334706.1,EC:1.16.3.1/7.8641
WP_020336392.1,EC:1.5.1.39/8.7358
WP_020335437.1,EC:1.1.1.31/6.4425
WP_020335645.1,EC:3.6.1.9/3.9553
WP_024372911.1,EC:1.14.13.244/7.5964
WP_020334964.1,EC:3.2.1.102/9.1949
WP_014234677.1,EC:3.1.21.4/7.5155
WP_020333619.1,EC:3.4.13.22/5.8596
WP_020334968.1,EC:6.2.1.20/7.6659
WP_049794667.1,EC:3.1.4.52/8.3257
WP_020335556.1,EC:3.5.1.42/8.0183
WP_020334365.1,EC:4.2.1.1/7.9615
WP_020334567.1,EC:1.2.1.11/4.4616
WP_024373096.1,EC:2.3.2.28/9.6186
WP_014230700.1,EC:2.5.1.129/3.6226
WP_020334177.1,EC:4.1.3.6/10.0521
WP_014230772.1,EC:3.6.1.13/3.5549
WP_031779197.1,EC:3.6.1.27/8.9481
WP_020333840.1,EC:7.2.1.1/5.2528
WP_020335161.1,EC:2.4.1.129/7.8734
WP_014232391.1,EC:4.1.1.96/1.3898
WP_014234989.1,EC:3.6.1.27/6.3445
WP_014233364.1,EC:4.2.1.28/7.6547
WP_020333759.1,EC:1.3.1.108/6.7558
WP_005378822.1,EC:1.12.98.3/9.8892
WP_024372704.1,EC:3.1.21.4/8.5854
WP_020333293.1,EC:2.4.1.252/9.4932,EC:7.5.2.5/9.6173
WP_014233141.1,EC:2.5.1.9/8.5490
WP_029791328.1,EC:2.7.13.3/9.1865,EC:3.1.1.1/9.1868,EC:3.1.1.3/9.2128
WP_020335539.1,EC:3.1.2.6/7.6264,EC:1.13.11.18/7.7602
WP_014234243.1,EC:3.1.2.14/5.9917,EC:3.1.1.2/6.0982
WP_024372672.1,EC:3.4.17.13/5.7974
WP_020333253.1,EC:2.7.7.65/5.1904
WP_020334210.1,EC:1.3.1.25/4.0537
WP_020333171.1,EC:2.2.1.12/10.1397,EC:2.7.13.3/10.2407
WP_020334255.1,EC:1.1.1.330/8.3485
WP_020333798.1,EC:3.1.4.52/4.8491
WP_020334687.1,EC:3.1.21.4/8.4355,EC:3.2.1.129/8.5140,EC:2.4.2.31/8.5669,EC:3.4.24.3/8.6524
WP_020336322.1,EC:4.3.99.3/3.5351
WP_014231035.1,EC:7.4.2.11/3.0955
WP_014232658.1,EC:2.3.1.269/8.9961,EC:2.4.1.129/9.0006
WP_020336258.1,EC:2.4.2.36/7.5506
WP_020333188.1,EC:1.13.12.6/7.4383
WP_020335600.1,EC:2.3.2.13/8.5165
WP_014231286.1,EC:2.5.1.141/9.7304
WP_020334679.1,EC:3.1.21.4/4.4193
WP_020333305.1,EC:7.6.2.2/6.4299,EC:7.5.2.6/6.5004
WP_014233032.1,EC:3.4.21.26/9.9527,EC:2.4.1.16/9.9859
WP_020333230.1,EC:2.7.13.3/5.5944
WP_014230770.1,EC:2.7.1.167/2.7027,EC:2.7.7.70/2.7044
WP_020335696.1,EC:3.1.3.7/4.5417
WP_020333060.1,EC:3.4.21.88/7.6385
WP_236614646.1,EC:3.1.1.32/9.8343
WP_020333811.1,EC:2.1.1.148/9.5134
WP_020334483.1,EC:2.1.3.3/2.8550
WP_020335780.1,EC:2.4.1.226/8.5235,EC:2.4.1.175/8.6115,EC:2.7.7.65/8.7939,EC:4.1.1.110/8.8499
WP_020333578.1,EC:5.6.2.2/3.9018
WP_014233117.1,EC:4.2.3.167/9.0289
WP_020333503.1,EC:4.4.1.20/7.0604
WP_020335978.1,EC:3.1.1.1/8.3704
WP_000868186.1,EC:3.1.26.5/7.5661
WP_024372789.1,EC:2.3.1.153/9.8714
WP_020335051.1,EC:7.6.2.11/10.0762,EC:7.6.2.15/10.1116,EC:7.2.2.11/10.1718,EC:7.3.2.2/10.2159,EC:7.2.4.2/10.2292
WP_014231148.1,EC:1.3.5.1/4.4696
WP_255212190.1,EC:2.6.1.1/7.5664
WP_014232625.1,EC:1.11.1.24/10.3511
WP_020332987.1,EC:2.7.13.3/7.6642
WP_020333606.1,EC:2.7.7.6/7.5880
WP_014233962.1,EC:3.1.21.4/7.3772
WP_020333855.1,EC:3.2.1.86/3.4421
